comment,posting_time,rating
"Liebe Familie Albrecht, früher war Aldi ein ""Event""heute oftmals ein Desaster. Ein Einkauf wird -werden Sie an den Zahlen auch schon gemerkt haben- zusehends uninteressanter. Warum?","Jul 24, 2023",Rated 1 out of 5 stars
"Die Preise steigen, der Inhalt schrumpft, die Qualität lässt nach. ","Dec 30, 2023",Rated 1 out of 5 stars
Die Aktionsware wird zunehmens fader.,"Dec 29, 2023",Rated 1 out of 5 stars
Weiter so und der Zenit von Aldi ist ein Leuchten vor dem Untergang.,"Jul 9, 2023",Rated 1 out of 5 stars
"Aldi Süd wollte mal was los werden gehe gerne einkaufen ins Aldi preise Passen soweit,aber nun in letzter Zeit fühle ich mich nicht mehr wohl beim Einkaufen im Aldi,werde behandelt oder fühle mich wie ein Schwerverbrecher bei einer dame an der Kasse werde immer gut kontrolliert, auch meine kleine Tochter sollte aufstehen im Einkaufswagen .Ich hatte heute eine Rückgabe ,es wurde ein Kollege herbeigerufen um sicherzustellen das ich die Rückgabe machen durfte, obwohl ich den Kassenzettel dabei hatte...ich lasse viel Geld im Aldi aber weiß nicht ob ich weiter ins Aldi einkaufen gehen soll, schade eigentlich","Oct 12, 2023",
Aldi in der Elbestr. 95 in 27570 Bremerhaven,"Updated May 24, 2023",Rated 1 out of 5 stars
"1. Sehr unfreundliches (!) Personal (Männer), wenn überhaupt im Laden zu finden. ","Feb 16, 2024",Rated 1 out of 5 stars
2. Nicht immer frisches Gemüse und vor allem,"May 25, 2023",Rated 1 out of 5 stars
3. eine sehr kleine Auswahl auch an Milchprodukten.,"Mar 3, 2024",Rated 1 out of 5 stars
4. Stets eine einzige (!) Kasse geöffnet. ,"Dec 1, 2023",Rated 1 out of 5 stars
5. Lange Wartezeiten vor der Kasse.  ,"Dec 10, 2023",Rated 1 out of 5 stars
"Daher haben wir uns entschieden, bei der Konkurrenz vorbei zu schauen. Gut, dass man in der Umgebung eine gute Auswahl hat.","Apr 20, 2023",Rated 1 out of 5 stars
Passiert mir immer wieder dass ich Blumen kaufe die ich 2 Tage später entsorgen muss. Warum sortiert Aldi dass nicht aus. Hab mich mal an den Kundenservice gewendet…aber lässt die komplett kalt ….ich hätte da einen Gutschein geschickt….,"Dec 9, 2023",Rated 1 out of 5 stars
"Wie schon häufig gab es wieder ein Angebot in unzureichender Menge. Vor 10 Uhr ausverkauft, im Filialbestand in verschiedenen Regionen gesucht: ausverkauft. Es ist einfach unseriös solche Lock Angebote zu platzieren. Aktuelles Beispiel war ""leichte Slipper für 7,99 Euro"".","Jul 26, 2023",Rated 1 out of 5 stars
Habe im frühsommer 2 Rote Sonnenschirme gekauft. NACH EIN PAAR MONATEN STOFFBEZUG ( HAUCHDÜNN) KAPUTT - VERRISSEN ,"Aug 19, 2023",Rated 1 out of 5 stars
"Wald Heidelbeeren,","Nov 3, 2023",Rated 1 out of 5 stars
Füllmenge 540 Gramm ,"Oct 22, 2023",Rated 1 out of 5 stars
Abtropfgewicht 205 Gramm,"May 5, 2023",Rated 1 out of 5 stars
Das heißt 335 Gramm Zuckerwasser ,"Jul 3, 2023",Rated 1 out of 5 stars
"und das zu einem Preis,","Jul 10, 2023",Rated 1 out of 5 stars
"Bodenlose Frechheit, Wucher!!!","Dec 6, 2023",Rated 1 out of 5 stars
"Wir bringen die Ware zurück, sowas muss man sich nicht gefallen lassen.","Dec 28, 2023",Rated 1 out of 5 stars
"Ich kaufe seit ca. 20 Jahren bei Aldi regelmäßig ein. Deshalb möchte ich jetzt nach langer Überlegung mein Urteil zum Discounter Aldi abgeben. Seid der letzten Umgestaltung mit neuen Regalsystemen. Kann man nur noch alte Ware aus den Regalen entnemen. Bei der Bestückung mit Nachschub wird hier konsequent die alte Ware nach vorne geräumt, sodaß der Kunde die frische Ware nicht mehr problemlos oder gar nicht erreichen kann. Ich verstehe das man hier versucht weniger alte Ware zu bekommen. Aber man kann das Problem auch lösen in dem man weniger neue Ware bestellt und öfter die Regale neu bestückt.","Dec 20, 2023",Rated 1 out of 5 stars
"Des weiteren finde ich es absolut unbefriedigend, das es keine Kundentoiletten gibt. Ein Unternehmen das Milliarden Umsätze erwirtschaftet sollte doch wenigstens in jedem Ladenlokal eine Kundentoilette besitzen. Es ist sind ja genug finanzielle Mittel für Desigen und neue Regalsysteme vorhanden aber nicht für eine Kundentoilette. ","Updated Nov 1, 2023",Rated 1 out of 5 stars
"Das Aldi-Prinzip ""Qualität ganz oben - Preis ganz oben"" wird inzwischen zum Lacher des Jahres. Seit Corona hat Aldi die Preise gemäß Foodwatch um mehr als 50% erhöht, obwohl der Weltmarkt inzwischen wieder einwandfrei funktioniert und lediglich die Energiekosten auf hohem Niveau verweilen. Trotzdem wird Schokolade nicht zu 100% aus Strom oder Gas erzeugt und wenn man sich die Preis anschaut, kriegt man echt das kalte K.o.t.z.e.n. Teilweise sind ReWe und Edeka billiger als die Gierhälse von Aldi.  Ich kann nur jedem raten: Kauft bei Aldi nur noch Angebote und dann wechselt für das restliche Sortiment den Laden.","Nov 13, 2023",
"Also das was Aldi mit seinen Kunden macht, ist die reinste verar***. Über Kontaktformular am 23.06.23 eine Anfrage gestellt. Nach fast drei Wochen noch keine Rückmeldung. Telefonischer Kontakt ist unmöglich. Auf der Aldi-HP findet man eine Telefax-Nr.!!! aber keine Telefonnummer. Hat man die dann endlich über vollkommen andere HPs gefunden und ruft an, dann wird man erst richtig veräppelt. Nachdem man sich durchgedrückt hat- dann wählen Sie 1, 2, od. 3, usw.- erfolgt die Ansage: “ Verwenden Sie bitte unser Kontaktformular, bla, bla,bla…“ Und dann, siehe oben. Die bei aldi lachen sich wahrscheinlich 24 Std. am Tag kaputt über uns Idioten.","Jul 11, 2023",Rated 1 out of 5 stars
"Jetzt hat Aldi auch schon angefangen Ihre Kunden auf ihren Parkplätzen abzuzocken ! Kaufe mindestens 3 mal die Woche bei denen ein, jedes mal 30-50 Euro und nicht selten deutlich mehr. Heute Parkte ich auf einer nicht gekennzeichneten (wirklich nicht gekennzeichnet, in keiner Weise) Fläche, weil ich etwas Knieprobleme habe, ohne irgendwelche Behinderungen anderer nur 10 Minuten kam raus, 24,90.- Vertragsstrafe. ","Nov 6, 2023",Rated 1 out of 5 stars
"Nach der Abzocke, versteht es sich von selbst das ich bei euch nicht mehr einkaufe. Rechnen sie sich selber aus wieviel Gewinn sie mit der 24,90.- gemacht haben zu den ca. 100-150 Euro Einkauf die ich pro Woche mache. ","Jul 9, 2023",Rated 1 out of 5 stars
"Als ob es nicht reicht, dass die Stadt uns immer wieder in die Tasche will kommen jetzt noch die Supermärkte, weil ihnen die Milliarden anscheinen nicht reichen die sie jedes Jahr umsetzen. ","Sep 13, 2023",Rated 1 out of 5 stars
"Kein Wunder das die Bewertungen von Aldi im freien Fall sind! Werde gegen die unberechtigte Forderung Rechtsmittel einlegen. Einfach, weil ich es leid bin abgezockt zu werden!","Jun 23, 2023",Rated 1 out of 5 stars
"Ich möchte hier ein ehrliches, hilfreiches und konstruktives Feedback abgeben.","Apr 11, 2023",Rated 1 out of 5 stars
" Auch unser Markt hier in Langensteinbach wurde zum 1. Juli neu gestaltet.  Einkauf, Ware und Einrichtung perfekt. Aber dann geht`s los. ","Nov 15, 2023",Rated 1 out of 5 stars
"Das Abkassieren ist für Kunde und Kassierer/in der blanke Horror.  Der Kunde fühlt sich nach dem im Akkord durchgeschobenen Einkauf auch gleich mit abgeschoben und die Situation des Kassierers grenzt schon an menschliche Folter. Ich würde in dieser Situation niemals ein Lächeln oder eine Begrüßung erwarten. Angeblich geschieht das Ganze mal wieder im Sinne des eiligen Kunden, der bei Warteschlange nach offener Kasse schreit. Aber ich möchte nach Erfahrungsaustausch mit anderen Käufern, auch im Markt, behaupten, dass 90 % ihrer Kundschaft gerne wartet. Für alle anderen haben sie es komplett mit ihren Selbst- Scanner- Kassen richtig gemacht. Alte Menschen, wie meine Schwiegermutter, werden sich einem Einkaufsstress bei Aldi nicht mehr ausliefern. Vielleicht kann ich hiermit eine konstruktive Teambesprechung auch im Sinne ihrer Angestellten anregen.","Aug 14, 2023",Rated 1 out of 5 stars
Moin!,"Oct 4, 2023",Rated 1 out of 5 stars
Heute den milden Kaffee blau im neuen Gewand gekauft.Zuhause angekommen gekocht!Schmeckt jetzt wie weggeworfene Handtücher!Über Jahre den Milden gekauft immer super und jetzt diese Brühe für 1€ mehr!Nie wieder!,"Sep 29, 2023",Rated 2 out of 5 stars
"Seit dem Umbau der Filiale Hohentengen liegt ziemlich alles im Argen. Stress, weil beim Eingang das Gemüse Gestell steht und bis nach draussen einen Stau verursacht. Der doppelte Abgang bei den Kassen gibt für den Kunden und die Mitarbeiter nur Stress. Das war defintiv mein letzter Einkauf bei Aldi. Die Qualität der Ware lässt schon länger zu wünschen übrig. Jetzt die Verschlimmbesserung. Fahre ich halt weiter zur Konkurenz, da ist es besser! Aldi ruiniert sich und Personal. Unglaublich was sich die Aldi Bürokraten alles ausdenken, des lieben Geldes wegen. Ein Kunde mehr, der tschüss sagt!","Apr 18, 2023",Rated 1 out of 5 stars
Der Bio Blumenkohl den wir gekauft haben waren braun Stellen drin und da waren ganz kleine rest Stücke drin wir waren sehr enttäuscht von diesem Aldi Markt in Molbergen und er war darfür zu teuer!,"Updated Jan 15, 2024",Rated 1 out of 5 stars
"Ich habe das erste Mal Ravioli mit fleischfreier Füllung in Gemüse Tomatensoße von speisezeit geholt, dies war das ekelhafteste Produkt was ich in 51 Jahren gegessen habe, selbst mit maggi Würze und allen anderen versuchen ist dort kein Geschmack rauszuholen das einzigste was man machen kann ist das Produkt wegschmeißen oder sich einen Brechreiz holen. Wenn ich alle ekligen Sachen die ich jemals probiert habe zusammen nehme dann ist es nicht ein Prozent zu ekelhaft wie dieses Produkt","Jul 24, 2023",Rated 1 out of 5 stars
"Ich habe mich ein weiters Mal beschwert, bei ALDI-Zentrale in Datteln, dass Preise am Regal kleiner ausgezeichnet sind als an der Kasse berechnet.","Dec 27, 2023",Rated 1 out of 5 stars
"Z.B. im Regal: Nackensteaks € 3,59, an der Kasse ","Jul 18, 2023",Rated 1 out of 5 stars
"€ 4,79. Heute waren es 2,5 kg Kartoffeln für € 2,99 und an der Kasse € 3,49. ","Updated Aug 4, 2023",Rated 1 out of 5 stars
"Jedes Mal die tel. Auskunft von ALDI:  ""es kann sich jeder Mal irren""!","Updated Dec 21, 2023",Rated 1 out of 5 stars
"Außerdem sind die ALDI-Preise nicht mehr so günstig wie gewesen. Die Preise in den anderen Supermärkten wie Netto, Lidel, Penni und Kaufland sind bei gleichen Artikeln häufig viel interessanter.","Nov 11, 2023",Rated 1 out of 5 stars
AUFGEPASST !,"Aug 17, 2023",Rated 1 out of 5 stars
Hänchen BBQ Grillfleisch bestehen nur aus zerhackstückelten in Fetzen hängendem Fleisch. Katastrophal.,"May 4, 2023",
Das letzte mal Grillfleisch im Aldi gekauft. Die haben es nicht mehr notwendig,"Sep 9, 2023",Rated 1 out of 5 stars
"Bin neu zugezogen und ALDI auf der Alleestr. in Dorsten ist leider der einzige Discounter in meiner unmittelbaren Nähe. Der Marktleiter grüßt seine Kunden grundsätzlich nicht, teilweise auch nicht, wenn sie ihn zuerst grüßen! Das habe ich mehrfach beobachtet und ist mir persönlich auch passiert! Man fühlt sich dort einfach nicht willkommen und wird auch noch als KUNDE ignoriert. Hinzu kommt, dass dort oftmals das Obst/Gemüse nicht frisch ist -teilweise sogar faul oder angeschimmelt. Falsche Preisauszeichnungen und abgelaufene Wurstwaren sind auch schon vorgekommen. Der Leiter hat seinen Markt eindeutig nicht im Griff und hält sich anscheinend für etwas Besseres. Dass man so Kunden vergrault, scheint ihn nicht zu interessieren. Eine interessante Einstellung in Zeiten gnadenlosem Wettbewerbs! Ich hoffe die Geschäftsleitung interessiert sich für den Fall!? Ja, man ist auf Lebensmittel angewiesen, aber nicht auf ALDI. Gehe nun zur Konkurrenz, auch wenn der Weg etwas weiter ist - hier wird man wenigstens noch freundlich gegrüßt und kommt sich nicht als Störenfried vor!!! Nie wieder ALDI...","May 10, 2023",Rated 1 out of 5 stars
"hab mal gelesen das aldi mit uns idioten keinen miliionen mehr verdient. ich kann denen mal sagen warum. der gastronom kauft 100 x mais und 50 x eisbergsalat und 98 x mehl und mir abzockerkunde erzählen sie ""ja leider keine ware bekommen"" das problem ist ich habe den kassenzettel in meinen händen. und die glauben doch nicht wirklich das ich da noch mal hin gehe um meine (1) Packung Mehl oder sonst was zu holen. 1 Packung Angebote die es morgens um 8 Uhr nicht mehr gibt. ich lach mich kaputt.","Nov 3, 2023",Rated 1 out of 5 stars
"Die Kassierer*innen haben einen sehr monotonen Job. Oft arbeiten sie im Autopilot. Dadurch passieren SEHR OFT Fehler. Heute war ich dran. Ich wurde beim Aldi um 10 Euro Rückgeld betrogen. Die Kassiererin gab mir 10 Euro weniger Rückgeld raus! Das habe ich sofort gemehrt und gesagt. Sie konnte sich nicht mehr daran erinnern, was sie vor 2 Sekunden (!) noch aus der Kasse geholt hatte. Soviel zum Thema Autopilot. Aber das ist nur menschlich. Trotzdem blieb sie dabei, sie könne sich nicht erinnern. „Da sind doch Kameras.“ Sie ruft die Vorgesetzte. Die sagt das gleiche: „Wir können nichts machen.“ Wenn euch so etwas auch passiert, ruft die Polizei. Das ist mein Ratschlag.","Aug 10, 2023",Rated 1 out of 5 stars
- ware ist nicht richtig ausgezeichnet.,"Nov 5, 2023",Rated 3 out of 5 stars
"kirschen 0,39.-€/100gr an der kasse wird dann 0,79.-€/100gr berechnet. ist jetzt das zweite mal dieses jahr.","Sep 7, 2023",Rated 3 out of 5 stars
- ware die schon abgelaufen ist oder leere regale usw,"Oct 10, 2023",Rated 1 out of 5 stars
"Hallo, ","Dec 18, 2023",Rated 1 out of 5 stars
mir gefällt nicht das ihr viele Produkte verkauft mit Palmfett. Gerade ihr die es nicht nötig habt. Finde ich nicht in Ordnung das der Kunde mit diesem Produkt vergiftet wird.,"Sep 9, 2023",Rated 1 out of 5 stars
"Schief läuft vieles ... Leider. Ich erledige seit Jahren meinen Einkauf bei Aldi, doch inzwischen gehe ich jedes Mal unzufrieden aus dem 'Laden' oder bekomme spätestens zu Hause eine Krise. ","Oct 18, 2023",Rated 1 out of 5 stars
"Heute getrocknete Aprikosen gekauft... Tüten gab es nicht, ergo habe ich mich für den Pappkarton entschieden. Als ich die erste im Mund bekam ich bald einen Würgereiz ... Sie schmecken nur nach Karton. Wer kommt denn auf so eine wiederliche Idee? Das muss man doch mal testen vorher🤦🏻‍♀️. Ist aber nicht alles.","May 11, 2023",Rated 1 out of 5 stars
"Ständig wird umgeräumt, man sucht nur noch. Viele Artikel die wirklich toll waren, werden aus dem Sortiment genommen und durch keine gute Qualität ersetzt. ","Oct 20, 2023",Rated 1 out of 5 stars
"Ich glaube auch nicht, dass den Konzern die Meinung der Kunden interessiert, denn es wird immer schlimmer. ","Aug 12, 2023",Rated 1 out of 5 stars
"Gott sei Dank, habe ich noch zwei andere Einkaufszentren im Umkreis von zwei drei Minuten Fußweg. ","Aug 10, 2023",Rated 1 out of 5 stars
Trotzdem Schade😔,"Jun 12, 2023",Rated 1 out of 5 stars
"Wollte heute Vegetarisches Fleisch bei Aldi kaufen, was wir immer da holen. Die Filialleiterin sagte uns vor einiger Zeit das das nicht gut läuft. Jetzt wollte ich wieder einige zum einfrieren kaufen. Da haben die es doch auf 3,99€ erhöht. Fast einen ganzen Euro mehr für die paar Gramm die in der Packung sind. UNVERSCHÄMT!!! So kaufen die Leute bestimmt nicht mehr 😡😡😡","Oct 22, 2023",Rated 1 out of 5 stars
Sehr geehrte Frau Zoe Schmitt,"Apr 16, 2023",Rated 1 out of 5 stars
 ,"Feb 17, 2024",Rated 1 out of 5 stars
"So meine Damen und Herren, jetzt nochmal zum Verständnis für Sie.","Nov 8, 2023",Rated 1 out of 5 stars
Kaufe bei Aldi Nord den Bantam Tabak. In letzter Zeit ist der nur noch trocken und grümelig.,"Jan 27, 2024",
Kann man nicht mehr kaufen.,"Sep 5, 2023",Rated 1 out of 5 stars
Hole meinen Tabak jetzt bei Lidl. Und den Rest natürlich dann auch.,"Dec 27, 2023",Rated 1 out of 5 stars
Echt schade. Das Personal beim Aldi geht auf die Kritik gar nicht ein.,"Jun 12, 2023",Rated 2 out of 5 stars
Auch sehr enttäuschend.,"Sep 21, 2023",Rated 1 out of 5 stars
"Das Fleisch bei Aldi ist abartig. Es scheint mir so als würde man nur Reste bekommen. Knochensplitter, Sehnen, Knorpel und fett sind an der Tagesordnung. Einfach ekelhaft!!!","Apr 29, 2023",Rated 1 out of 5 stars
Datum der Erfahrung? IMMER wenn man es dort kauft!,"Jan 27, 2024",Rated 1 out of 5 stars
"Fleisch zu klein, um auf die Gabeln zu pieksen.","Sep 18, 2023",Rated 1 out of 5 stars
Mindestens 30 Prozent Fleischabfall.,"Jun 14, 2023",Rated 1 out of 5 stars
Nie wieder vom Aldi,"Jun 28, 2023",Rated 1 out of 5 stars
So langsam verkommt der Laden zu einem dritte Welt laden.,"Jun 17, 2023",Rated 1 out of 5 stars
Ständig sind kein Gemüse oder Milchprodukte da,"Apr 14, 2023",Rated 1 out of 5 stars
"Gestern Bratwürste gekauft, heute gebraten.","Sep 5, 2023",Rated 1 out of 5 stars
Nach dem Braten gestunken also weggeworfen. Schade,"Jul 11, 2023",Rated 1 out of 5 stars
Ich habe BBQ Grill-Holzkohle Briketts  3 KG bei ALDI gekauft und war sehr enttäuscht. Fast die Hälfte war nur Staub und musste weggeschmissen werden.,"Jan 2, 2024",Rated 1 out of 5 stars
Schrott.,"Jun 13, 2023",Rated 1 out of 5 stars
"Aldi Einkaufen ist nur noch stress und Hektik an der Kasse diese sind nun neu wo zwei Kunden auf einmal bedient werden wo die Ware über den Pipser fast geworfen werden und auch noch nachgedrück wird wenn der Kunde nicht schnell genug ist und man auch noch doof angeguckt wird wenn er seinen Wagen einräumen möchte , an die Die da oben sitzen die sich sowas einfallen lassen euere  Mitarbeiter sind Menschen aus Fleisch  und Blut und keine Maschinen aber so ist das bei euch ihr schwimmt mit bei dieser Kranken Gesellschaft einfach nur krank,  da gönn ich mir lieber meinen Rewe Markt da macht das Einkaufen Spaß","Jul 13, 2023",Rated 1 out of 5 stars
Ist es noch jemanden fad aufgefallen das man noch nicht bezahlt hat und die Kassiererin schon den nächsten Kunden tippt ? Ist schon sehr drängend und respektlos . Ich schau mich jetzt mal bei netto um,"Jul 24, 2023",Rated 1 out of 5 stars
Schade was aus Aldi geworden ist! ,"Apr 14, 2023",Rated 1 out of 5 stars
"Salatdressing von 99 Cent auf 1,99€ - alles klar!","Oct 17, 2023",Rated 5 out of 5 stars
"Obschon ich eine halbe Stunde vor Öffnung bei der Filiale in Oberkirch war, durfte ich kurz reinkommen und den Artikel kaufen und musste nicht eine halbe Stunde vor der Tür stehen. Tolles Kundenerlebnis.","Apr 11, 2023",
"GEMÜSE und Obst = besonders KARTOFFELN, Karotten und Zwiebeln, Äpfel, Orangen sind weich, verschimelt und veraltet. SCHADE DAS DIE Vorschrift Kühlung ,Lagerung keinen interessiert.","Apr 8, 2023",Rated 5 out of 5 stars
"Meine Einkäufe wurden von dem Personal weg genommen und ich wurde aus dem Laden rausgeschmissen , weil ich an der Kasse gesagt habe, dass ich schaffe den Haufen nicht so schnell in den Einkaufswagen tun. Eher werde immer langsamer wenn alles fast auf den Boden fällt. Die Kassiererin hat zu mir gesagt dass ich frech sei und soll wo anders hin einkaufen gehen. Und dann wurde ich von der Kassiererin weg geschoben, meine zwei Kinder hatten Angst.","Apr 6, 2023",Rated 1 out of 5 stars
